fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,target
12.383566878078383,0.30791240721695623,1.4657224885175733,46.49982124762384,0.20826023326198034,170.01096093278613,399.53073978191765,1.0183929749876723,3.8425387184668014,0.8138948717571541,10.46812547865724,0.3229086972664641,1
14.987077806001086,1.2149439455188584,0.7572377233476918,58.12121463991487,0.11451382203146232,27.893736281406422,417.78782455353064,1.0193494434873436,3.981164959043797,0.5130946850727088,10.983183756232904,0.5920788013550731,0
9.45469630345574,1.1339405164079872,1.0871352863974248,59.059635544092345,0.02158987361862641,106.37712497457767,191.87820010276656,0.9946417299368691,3.9335209317426356,0.43777798048784256,8.44028549508823,0.16004981486168068,1
8.338820691979976,0.0913291073575077,0.9907699875605185,24.64038513026131,0.45356298199078904,258.4436396985291,180.76819052951885,1.0179236136900343,3.331881730389356,0.6925081831137427,13.506372894327562,0.6392178133917328,2
10.368611138596592,0.14446309919671324,0.11977196216717265,38.731731319747574,0.17200947961394367,3.948812007696027,426.25468140159563,0.9983496806758807,3.5797233398171113,1.6861614609893005,12.689396839712215,0.3398287256600282,0
14.192893734735435,0.13065437912466,1.0505981102096866,26.91119624566395,0.12248719174730245,6.594808687234909,323.7974375881402,1.0278869496438217,3.7907142764259074,1.2453569839121061,13.013189997306807,0.6291163572240323,0
11.691061872894593,0.8714260969868565,0.07696930314176194,37.529039627313445,0.5500810426373447,80.03279835334189,382.26932733996335,0.9970246461895305,3.6927307501371636,1.4022767969804821,8.55359001478339,0.610649096528409,2
6.6190567498534865,1.2447646986634275,0.8393142219150985,61.96594032691605,0.5068857582108656,183.81377791962117,341.9903218854599,1.0026579035573822,3.511636779447948,0.38528456481441076,11.833616564490644,0.7582607137810322,1
13.172420474698942,0.6880363995475584,0.17683510984762332,65.35415035951671,0.4874666307186532,250.82734941353402,296.21981585088895,0.9919040001697746,2.848614802515086,0.8447108836416699,11.604100228300254,0.47269652406917684,0
5.428823317771287,0.08484483274033482,1.0104055732378425,31.356268701066902,0.042756581993321094,10.712970960299039,180.15159791710008,1.0340434752227443,2.852072364487216,1.6719919930433922,11.836350081477889,0.41031675764476194,0
5.8032756458174255,0.3423420340206546,1.1968334930603552,4.808738960341587,0.5680582792047275,150.42806320893106,180.09599216557515,0.9991344687560851,2.7688355170701704,1.294677086620916,12.13196016823983,0.06414841214520095,2
11.213455621988775,1.502757363043007,1.3043954835171887,63.188162609046806,0.2800831364783146,181.8389282046556,304.3826448152305,0.9919324032182278,3.3812382494286943,0.3507782265805612,9.752611811548892,0.06877921113669871,0
6.689279214325837,0.4469936689904,0.979418527414929,8.326041088461704,0.16271064705678304,18.503572911013084,366.7048257226572,1.0007425756984472,3.7072586085729755,1.1085849718954932,13.083627874487886,0.19635954441483083,1
12.327820425421923,1.3600784107067327,1.6422344166021865,2.1903831550509074,0.4493737936357299,137.14035170143256,35.288194422502244,1.0075289395160845,3.7971060289302283,1.041442684180077,11.177000256296083,0.36693543336396817,1
8.029174181442677,0.6355814037026937,0.5974315858080931,46.150309847873665,0.031383497618421644,261.1447418412069,384.541836084978,0.9967946218515341,3.421685699045606,1.0456687371004034,9.376802935140523,0.03384484976721813,2
7.156829916089363,0.8619452426927756,0.018809908382764046,55.95986422823241,0.0980166211575688,103.42445871030151,236.8443976850768,1.0115610067878997,2.988080493800918,1.404863978880769,12.487347623006897,0.9809237870037286,1
15.886912712270853,0.8145987790612951,1.3585797365781354,40.87138735069238,0.2638864818008249,134.18710796615557,241.48700686747821,1.0382473750620123,3.378025735683987,1.2126878864912667,10.315417146187468,0.876386339084988,0
4.29145510715736,0.28172113094134166,0.7508722924731708,39.30751332233279,0.5939321548911363,164.902421407394,344.46121042302474,1.0370728010450887,3.5012218345914183,1.526379460717411,10.42228156093844,0.9846980226492569,0
11.614452512365657,0.6292445460218795,0.9006885048899086,22.02452596879834,0.029359236382023465,40.54828505907001,367.7939067833717,0.9957216837909448,3.288516341079289,0.498593057446413,9.736013343483242,0.687605074004319,0
4.268264978648157,1.579466376217289,1.4060264780260239,41.39664451332552,0.04623254053344012,135.90485936814613,103.18730272350072,1.0251042523814369,3.8445447648949047,1.806763204435088,11.631900464986817,0.5744171952248022,0
12.99854412081995,0.9261897614475905,0.43490331399457577,54.36792810606716,0.07894072561377402,152.37737260910356,352.75022087493187,0.9991638374689756,3.478115724368367,1.7271216561030456,11.360800236334661,0.5454579983566986,0
6.584088485729319,0.7778528984228095,0.5424017411652515,21.91033343102886,0.1884985684548367,45.6403380859461,22.4676727954352,1.036659938412802,3.6476341278834665,0.5010835337737067,10.948606678454714,0.5262390314894491,2
4.8869655915756045,0.9037152364495414,0.160538975126312,30.64540889461102,0.16648877852644592,218.00362897551017,315.7672207334186,1.0087415583548633,3.767402019805923,0.48325785602737614,10.78063498606231,0.44216506624504115,1
11.64624151409948,0.474513610292538,1.1317745551549583,42.47242040798597,0.1114810552596689,35.59942192269836,250.48465331410884,1.0067880652959336,3.1434713963241245,1.5501404673664985,9.246662561962422,0.4279837860937187,1
12.664474729244436,0.9295493223092535,0.35357147675031636,51.5618113833326,0.4330394843211821,69.50463779987854,318.6985850841368,1.0380514131870717,3.450642187519252,1.0160699276809408,11.390754165009998,0.8699582000007943,0
12.004953310518012,1.1724797989116063,1.416374679994925,42.172873486356224,0.44652176337708693,186.8956917221226,370.5003554885437,1.0139971169599504,3.6017644949363774,0.6060697460457911,10.370073663086668,0.4438117770676131,0
4.428001460323907,0.23852590174328359,1.0130515889567833,10.850292976733924,0.24470459533405373,84.22738317764612,424.3456371497423,0.9958956416076985,3.927823751190027,1.5828091052689446,12.045362048799523,0.4778581946151247,1
7.36111404120529,0.4976744933733537,1.5128667067202681,35.144447682274176,0.33381936306133153,28.213902410222424,209.42078166265043,1.0171106155434102,3.450909053635863,0.5714443610084765,8.044159840822195,0.9211372396309079,1
9.258168989260488,0.3933834270390727,0.1012515529491713,28.986608637993086,0.35740739323488474,139.84884596268643,231.1312203278694,1.0250358593200326,3.8563636321317967,0.6979639865778006,8.969638604101199,0.8712958602509551,1
7.273949805678507,1.1973188474830778,1.6462360269181762,42.68892995442457,0.5041133951899912,101.63010744746941,156.96451891851257,1.0233955426527817,3.5387416968474428,1.7424422853625003,11.475671425564848,0.8008849548419044,2
13.607212820871489,1.4834998665915144,0.6603363972943003,42.71841971439788,0.2619346877741969,128.75387733285658,127.54866700410119,1.0256092946882018,2.907669884477802,1.608287518131594,11.392926397907265,0.5220891269341698,1
5.386492772347632,0.7170307952394679,0.9058014593538731,6.9515805055458415,0.5530191045489068,51.67352415164861,261.47747813143303,1.0264718191741273,3.219368914804239,1.7293721269634035,10.07589036280722,0.5390136982155965,1
11.207370276456162,1.029868901847677,1.0685985468553092,9.640422407923278,0.4993962412867016,280.78056291256286,163.76553923394027,1.0359279257772167,3.494331578805909,1.189791711493758,10.969422078666064,0.09156489711026217,1
15.75740081789219,0.12681824043858042,0.8055620043684018,6.306081231936896,0.33621997040916574,41.8739957026703,189.90017035736327,1.0177751730353715,3.433691104573779,0.9253139663571284,11.672065090876178,0.5705819539307954,1
14.720934117046315,0.2772314150672467,0.8762946407205504,6.852703310265515,0.18323175064462546,85.33737588017848,51.325452387096924,1.0147788295675677,3.439129783005124,1.0178888184831003,10.824086586660057,0.546532434613357,2
6.488100456069693,0.656675845535255,0.6924783305295272,34.784778887617016,0.4485760458591822,143.52146970072897,51.832669821320614,1.0285428603356301,3.973931949216168,0.5680105649612873,11.449516851892897,0.36564926278470833,1
3.8009908401253787,1.076588096805657,0.3102263528082447,0.7780453328491782,0.430180776960554,264.78154770153327,402.43632868913386,0.9915100119014695,3.3947064577468975,1.2912909373102228,9.410441795918862,0.8291741610603807,1
15.665227838950067,1.0404927578464915,1.6092751072613207,51.636939614951814,0.09719358235038733,26.50053910432127,84.03055234919555,1.0061357544429077,3.4257605382717826,1.4583484345778945,13.42729411299484,0.47625522910191986,1
14.48082711483827,0.36823473875020685,1.3298195936716113,37.67621368753208,0.5537477282373702,178.9317856170327,366.0094823981181,1.0193304236075027,3.918658107136734,1.1395580669928025,9.302114997363704,0.3307083772930973,1
14.925616842564114,0.27934425710641003,0.9925000299701049,47.611146873883314,0.1236351359565378,49.25097692226801,316.26417911476267,1.0083321284173248,2.9877270992826452,0.5392011600611217,11.386379974278542,0.8462274355412304,1
8.827592965135363,1.4871074702227993,0.09392586751513081,31.934755228443816,0.047832470513105234,188.54854390134938,196.2273472824527,1.0248956230771762,3.516946077730128,1.972145552132866,12.64592977282844,0.5423120816424577,2
12.809847092096447,0.61303957991064,1.4852412504903678,59.71615227495625,0.01104153136327541,165.44013616419,97.84051956733818,1.0153155176132596,3.8255885642002134,1.2481429791445409,13.107985715185219,0.5220540535441676,0
6.375261132686704,0.7706480271262716,0.12849323173389687,54.24804511909002,0.4709738993873752,233.45962465555752,28.06568671067055,1.02549776324648,3.034814223936508,1.2529645610146587,10.606152003238709,0.5237296291762816,1
8.546879260115524,0.22303957834662297,1.2984216311958625,33.09185738877255,0.010946552840341402,13.416702130416525,384.2636442384616,1.0277918217606326,2.908591938271035,1.02056810889685,12.64129838857,0.17984071114735523,0
14.103731421784822,1.4453520894902436,0.09766078936082044,16.52195429836262,0.15845571961847627,34.42188097995539,298.551984553467,1.0134351235026886,2.9007154846951737,1.3478907594811729,11.496434340813444,0.9187134545102827,0
5.3441079130380515,1.082027696628866,1.263703949971206,8.847276064818038,0.5941081010520842,204.09238628444618,85.84975030567557,1.0254558569667194,3.944459121439653,1.9206197260712776,11.458918463936035,0.5759142051836171,0
14.615770951271035,0.844956442228879,1.401997290215047,55.56858686511407,0.07123202123034421,63.16314454393299,34.44858195156058,0.9959818227147083,2.8191321769329454,1.8872466823658245,9.40990224353388,0.4425802911914134,0
9.80774646573887,0.7268986089769479,0.7465844782137088,44.732128923085455,0.36314212149237224,1.402306394046498,405.184765560261,1.0064393145657444,2.8603823681853706,0.48664015307869435,8.62363690855263,0.6723532696995801,1
8.955757430008152,0.15719826759176098,0.9206171977935999,17.889201382058538,0.043187486884373495,254.5022996834018,127.66118685141545,1.0271525617646728,2.992552043303935,0.9741989840607337,8.732047077609113,0.3990816687615588,1
7.498321295926733,0.4014413121317153,1.3903849070095193,47.9417326193398,0.2872577816914934,280.20596407659104,119.48393212159782,0.9880115551941694,3.321754639026109,1.8017174167712215,9.290620234854089,0.5200215639612024,0
14.893870301800593,1.3641187961275316,1.6113409409228505,20.680094475847223,0.38343576160023163,82.04094000490231,275.8832140097737,1.0002788380539889,3.728295245406091,0.569782185112452,11.277472018034345,0.7312359741605983,1
10.063243875211597,1.0133066191791995,0.029494308612047163,17.21133716753778,0.3288496153036149,99.58439376711932,232.46753842391306,1.0043233284924904,2.8608548754184127,1.5608613275602097,9.465899799306133,0.8928040799206105,0
13.528719056835083,0.37081268041742954,0.21544702204997732,48.79478225680002,0.4123120785953728,89.44055421357056,118.21886663667289,1.0317679419089094,3.827476360116049,1.5871237611348348,9.433473715077493,0.23029888199080906,1
14.177586626100492,0.3638048263509538,1.434481721348743,48.81785625333095,0.1003967386163377,186.955427606728,96.99887438673521,0.9932204526043348,2.9694294721981227,0.5444056325422397,10.419602539237136,0.8409455083475814,1
14.960826490557597,0.6051882688123285,1.1263904383598224,54.316317457599276,0.43256587310375993,124.96151132935273,396.1541533027109,0.9988772461691499,3.944739160565799,0.2304537381414844,13.139565846656984,0.5284364146890032,1
7.4709068818002216,1.0029448074960314,0.45212455907143295,56.00549223659119,0.027729748847374197,23.28828032842478,133.97191108524214,1.0109359759521384,3.106427158059074,1.2429312554392564,13.92938848209037,0.7795480609462969,1
7.91171133393657,0.8936228895269472,0.7389102611340144,36.24858857113308,0.18731739663542898,182.72239731383254,36.840873127530216,1.0090711332819684,3.1196911979833737,0.5270083480063588,9.779706526322393,0.39018134247442093,1
11.000393903806142,0.8705523128170537,0.18454698469532624,17.419546711905753,0.5673282727739888,223.79601906662214,277.09782217990505,1.0097102633622028,2.873955671800975,1.29385936978822,8.095815200664662,0.2512846977764642,0
9.140022039059602,1.3833961997173048,0.04761032010629648,40.08017665574891,0.11952282817573581,271.7179952287514,380.05517664774464,1.0051940343995907,2.821351208634882,1.983014422060288,11.172832588461914,0.7851150003011002,1
15.087394644698879,1.3718771849362297,1.2150953351932927,20.089743908694555,0.10207391329891993,117.56370170924718,24.960030951037847,0.9915596941125836,3.3722412114988662,1.452976470406507,9.90810243116738,0.7392028260579325,0
8.610525024765185,1.3477977542066855,1.20195947989377,52.29623944799337,0.2566388298022358,25.451168982798194,76.0770731310697,1.0104728567159564,3.8281741171627828,1.0938800297990312,11.156426992872126,0.43287502645385734,1
9.581114385340046,1.1336775256391909,1.152518004984901,8.354037796216575,0.27045541479442864,52.2376975127861,101.29590383132978,1.0042989248584453,2.839574722893117,0.9517264613510454,11.229308462765896,0.03480671840574889,0
11.267951671494544,0.6686753202737694,1.4681873930181037,21.87997901409035,0.17911734772485696,135.43533982267783,307.04062579803815,1.0244585485788602,2.805198469811103,1.2469575198745366,13.786277868953437,0.3212558536006289,1
8.697347780282346,0.4840164051730678,0.4758228492289377,3.077684501974686,0.12307031359766392,199.70580154102382,130.45221080776747,1.0377932902393725,3.289544583150148,0.5868073280959385,8.306617787818524,0.4581334350332845,0
